client_id,client_name,client_dob,client_type,client_created_by
45846,Ashley Contreras,13/09/1980,non-first-home-buyer,55
45847,Diane Schmidt,21/04/1986,non-first-home-buyer,21
45848,Russell Chase,7/02/2005,non-first-home-buyer,63
45849,Nathan Scott,25/04/1964,non-first-home-buyer,67
45850,Natalie Smith,11/10/1968,non-first-home-buyer,51
45851,Patrick Grant,20/03/1975,non-first-home-buyer,6
45852,Gregory Powell,26/11/1974,non-first-home-buyer,19
45853,Elizabeth Stuart,5/03/1972,non-first-home-buyer,26
45854,Gary Garrett,7/01/1960,non-first-home-buyer,5
45855,Jordan Kelly,21/06/1965,non-first-home-buyer,20
45856,Kristen Johnson,6/01/1997,non-first-home-buyer,61
45857,Cynthia Rodriguez,21/05/1988,non-first-home-buyer,44
45858,Lauren Simmons,10/10/1991,non-first-home-buyer,32
45859,Alex Evans,22/09/1969,non-first-home-buyer,29
45860,Joel Montgomery,26/05/1967,non-first-home-buyer,7
45861,Lindsey Boyd,5/03/1998,non-first-home-buyer,24
45862,Francis Williams,3/08/1994,non-first-home-buyer,65
45863,Tamara White,5/03/2006,non-first-home-buyer,29
45864,Theresa Martinez,28/06/1969,non-first-home-buyer,38
45865,Jennifer White,24/05/2001,non-first-home-buyer,11
45866,Sara Sexton,24/06/1985,non-first-home-buyer,73
45867,Alexander Bauer,13/04/1998,non-first-home-buyer,60
45868,Kendra Brown,9/02/1964,non-first-home-buyer,4
45869,Sergio Rosario,12/04/1993,non-first-home-buyer,48
45870,Mr. Michael Smith,24/04/1961,non-first-home-buyer,42
45871,Laura Nelson,11/09/1993,non-first-home-buyer,66
45872,Cynthia Rivera,6/06/1967,non-first-home-buyer,80
45873,Austin Cox,17/03/1994,non-first-home-buyer,26
45874,Mark Dodson,12/09/1964,non-first-home-buyer,51
45875,Angie Baker,29/01/1966,non-first-home-buyer,21
45876,Frances Garrett,30/09/1961,non-first-home-buyer,66
45877,Sarah Lin,10/12/1970,non-first-home-buyer,46
45878,John Mitchell,20/12/1960,non-first-home-buyer,10
45879,Gary Soto,20/11/2003,non-first-home-buyer,32
45880,Michelle Turner,28/09/1986,non-first-home-buyer,5
45881,Jeffrey Wall,22/04/1993,non-first-home-buyer,33
45882,Becky Gray,12/07/1961,non-first-home-buyer,20
45883,Adam Yoder,19/01/1977,non-first-home-buyer,37
45884,Danielle Hunter,21/07/1993,non-first-home-buyer,47
45885,Mrs. Jessica Ferrell,31/08/1992,non-first-home-buyer,67
45886,Angela Reyes DDS,14/09/1989,non-first-home-buyer,79
45887,Angela Barnes,30/10/1980,non-first-home-buyer,36
45888,Elizabeth Patterson,11/04/1987,non-first-home-buyer,33
45889,Mr. Jesus Andrews,24/03/1972,non-first-home-buyer,8
45890,Mary Griffin,13/07/1984,non-first-home-buyer,30
45891,Joseph Dudley,31/08/2000,non-first-home-buyer,58
45892,Zachary Blankenship,23/11/1979,non-first-home-buyer,17
45893,Raymond Hogan,27/10/1976,non-first-home-buyer,21
45894,James Brennan,25/08/1977,non-first-home-buyer,9
45895,Zachary Evans,26/06/1964,non-first-home-buyer,9
45896,Joshua Johnson Jr.,23/08/1994,non-first-home-buyer,13
45897,Laura Frey,20/03/1986,non-first-home-buyer,20
45898,Lydia King,24/02/1994,non-first-home-buyer,69
45899,Melissa Douglas,20/12/1993,non-first-home-buyer,59
45900,Derek Clark,13/07/1997,non-first-home-buyer,52
45901,Mr. Vincent Davis MD,13/09/2001,non-first-home-buyer,28
45902,Carrie Cox,31/10/1984,non-first-home-buyer,5
45903,Hector Thomas,2/09/1983,non-first-home-buyer,36
45904,Michelle Dennis,3/03/2002,non-first-home-buyer,57
45905,Michael Jones,21/04/1975,non-first-home-buyer,28
45906,Gregory Ferguson,23/07/1982,non-first-home-buyer,46
45907,Randy Carrillo,23/09/1979,non-first-home-buyer,2
45908,Brittany Vega,13/12/1997,non-first-home-buyer,59
45909,Justin Levine,23/02/1988,non-first-home-buyer,46
45910,Elizabeth Duke,13/01/1999,non-first-home-buyer,15
45911,Stacey Bridges,2/04/1997,non-first-home-buyer,4
45912,Wesley Hernandez,10/08/2000,non-first-home-buyer,58
45913,Lisa Allen,18/07/1993,non-first-home-buyer,47
45914,Laura George,12/08/1976,non-first-home-buyer,32
45915,Cynthia Moss,29/03/1973,non-first-home-buyer,27
45916,Bradley Francis,13/01/1979,non-first-home-buyer,10
45917,Beth Peterson,20/05/1993,non-first-home-buyer,41
45918,Nancy Woodward,13/03/2003,non-first-home-buyer,64
45919,Troy Gardner,29/09/1989,non-first-home-buyer,32
45920,Jamie Aguilar,15/04/1973,non-first-home-buyer,29
45921,Rodney Drake,5/04/1985,non-first-home-buyer,78
45922,Stephen Washington,18/07/2004,non-first-home-buyer,5
45923,Megan Stewart,16/12/1977,non-first-home-buyer,25
45924,Travis Martinez,25/02/1986,non-first-home-buyer,44
45925,Paige Morris,15/07/1964,non-first-home-buyer,66
45926,Ellen Orr,20/05/1995,non-first-home-buyer,22
45927,Jacqueline Jones,20/02/1980,non-first-home-buyer,71
45928,James Young,10/01/1995,non-first-home-buyer,70
45929,Sarah Whitaker,18/01/1984,non-first-home-buyer,13
45930,Alicia Nicholson,9/09/1993,non-first-home-buyer,72
45931,Ryan Simmons,2/06/1984,non-first-home-buyer,49
45932,Paul Marks,11/05/1982,non-first-home-buyer,16
45933,Deborah Reeves,2/12/2000,non-first-home-buyer,23
45934,Christina Ramirez,16/03/1992,non-first-home-buyer,39
45935,Nancy Brewer,15/07/1978,non-first-home-buyer,18
45936,Steve Summers,2/12/1968,non-first-home-buyer,60
45937,Sarah Harris,11/01/1987,non-first-home-buyer,56
45938,Christian Griffith,26/05/1986,non-first-home-buyer,17
45939,George Hughes,27/12/1981,non-first-home-buyer,57
45940,Daniel Bryant,12/06/1972,non-first-home-buyer,79
45941,Mary Mills,30/03/2004,non-first-home-buyer,19
45942,Jennifer Malone,8/06/2004,non-first-home-buyer,71
45943,David Smith,14/04/1984,non-first-home-buyer,61
45944,Danny Barnes,30/07/1999,non-first-home-buyer,79
45945,Erik Johnson,20/03/1991,non-first-home-buyer,24
45946,Rhonda Carlson,27/08/1987,non-first-home-buyer,5
45947,Carlos Maxwell,3/09/2001,non-first-home-buyer,54
45948,Victoria Carroll,23/12/1994,non-first-home-buyer,16
45949,John Norris,27/08/1975,non-first-home-buyer,3
45950,Kathleen Garcia,13/06/1992,non-first-home-buyer,55
45951,Edward Fields,19/11/1976,non-first-home-buyer,79
45952,Jonathan Ramirez,4/07/1988,non-first-home-buyer,12
45953,Tiffany Lopez,25/02/1995,non-first-home-buyer,79
45954,Diana Mendez,18/08/2002,non-first-home-buyer,26
45955,Kenneth Ford,13/02/1999,non-first-home-buyer,7
45956,Jodi Kelley,1/06/1969,non-first-home-buyer,60
45957,Marie Hendrix,6/04/2003,non-first-home-buyer,25
45958,Jessica Lowery,19/12/1961,non-first-home-buyer,36
45959,Sarah Malone,8/04/2007,non-first-home-buyer,15
45960,Tracy Whitaker,20/12/1966,non-first-home-buyer,2
45961,Brett Schroeder,19/05/1972,non-first-home-buyer,35
45962,Laura Reyes,28/07/1991,non-first-home-buyer,5
45963,Ashley Martin,3/10/1988,non-first-home-buyer,46
45964,Tyler Meyer,30/07/1994,non-first-home-buyer,16
45965,Brandy Morgan,18/08/1965,non-first-home-buyer,58
45966,Jessica Saunders,23/12/1999,non-first-home-buyer,78
45967,Kevin Mora,30/03/2007,non-first-home-buyer,76
45968,Alexander Walker,5/12/1970,non-first-home-buyer,72
45969,Cynthia Henry,26/07/1987,non-first-home-buyer,42
45970,Teresa Taylor,31/08/1971,non-first-home-buyer,12
45971,Brandon Phelps,29/05/1990,non-first-home-buyer,54
45972,Adam Cannon,14/12/2004,non-first-home-buyer,54
45973,Laura Collins,20/01/1991,non-first-home-buyer,37
45974,Sandra Cruz,12/07/1962,non-first-home-buyer,70
45975,Rachel Moore,18/08/1962,non-first-home-buyer,6
45976,Nicole Lopez,31/08/1960,non-first-home-buyer,67
45977,David Knox,2/06/1988,non-first-home-buyer,27
45978,Jack Swanson,2/12/1970,non-first-home-buyer,5
45979,Paul Christensen,29/08/2002,non-first-home-buyer,18
45980,Bryan Taylor,10/12/1964,non-first-home-buyer,68
45981,Dennis Lewis,2/06/2005,non-first-home-buyer,60
45982,Lori Cowan,2/09/1990,non-first-home-buyer,4
45983,Virginia Reilly,13/05/1969,non-first-home-buyer,20
45984,Anthony Gallagher,28/10/2002,non-first-home-buyer,21
45985,Joseph Miller,19/05/1997,non-first-home-buyer,37
45986,Sara Barnes,3/06/2003,non-first-home-buyer,18
45987,Jonathan Wade,24/06/1988,non-first-home-buyer,77
45988,Haley Mcdonald,22/10/2001,non-first-home-buyer,73
45989,Nicholas Hill,22/07/1985,non-first-home-buyer,28
45990,Brendan Ray,1/04/1984,non-first-home-buyer,11
45991,Seth Smith,27/09/2000,non-first-home-buyer,63
45992,Holly Smith,5/12/1961,non-first-home-buyer,59
45993,Rachel Patel,4/07/1969,non-first-home-buyer,60
45994,Patricia Hardy,4/02/1988,non-first-home-buyer,63
45995,Molly Schwartz,17/09/1992,non-first-home-buyer,46
45996,Benjamin Howell,11/01/1982,non-first-home-buyer,78
45997,Sophia Coffey,10/10/1965,non-first-home-buyer,4
45998,Mariah Jordan,4/07/1983,non-first-home-buyer,64
45999,Gary Rios,20/02/2002,non-first-home-buyer,39
46000,Anita Campbell,23/12/1980,non-first-home-buyer,43
46001,Ryan Mccoy,22/04/1989,non-first-home-buyer,4
46002,Maria Leon,14/02/1998,non-first-home-buyer,64
46003,Beverly Mckenzie,20/11/1984,non-first-home-buyer,18
46004,Pamela Leonard,5/12/2005,non-first-home-buyer,34
46005,George Thornton,2/01/1987,non-first-home-buyer,54
46006,Donna Ramirez,10/07/1971,non-first-home-buyer,9
46007,Alyssa Martinez,22/07/1995,non-first-home-buyer,37
46008,Logan Elliott,13/09/1997,non-first-home-buyer,63
46009,Abigail Schultz,12/10/1972,non-first-home-buyer,60
46010,Michael Barker,20/09/2002,non-first-home-buyer,67
46011,Joshua Clark,28/06/1980,non-first-home-buyer,51
46012,Stephen Short,26/04/1991,non-first-home-buyer,32
46013,Carol Mills,19/04/1980,non-first-home-buyer,11
46014,Richard Macdonald,14/08/1994,non-first-home-buyer,6
46015,Joan Griffith,12/12/1977,non-first-home-buyer,38
46016,Daniel Weaver,26/04/1991,non-first-home-buyer,59
46017,Katie Zuniga,21/02/1993,non-first-home-buyer,66
46018,Ana Reynolds,10/05/1989,non-first-home-buyer,34
46019,Alison Moore,21/07/1983,non-first-home-buyer,25
46020,Teresa Allen,5/07/2002,non-first-home-buyer,24
46021,Jason Jones,24/10/1994,non-first-home-buyer,14
46022,Carol Jackson,6/06/1997,non-first-home-buyer,73
46023,Tina Carter,27/09/2006,non-first-home-buyer,14
46024,Tracy Espinoza,8/09/2006,non-first-home-buyer,29
46025,Nicole Morales,12/04/1982,non-first-home-buyer,52
46026,Kevin Jones,15/03/1969,non-first-home-buyer,18
46027,Bradley Morgan,30/10/1980,non-first-home-buyer,37
46028,Peter Carr,5/03/1969,non-first-home-buyer,10
46029,Joseph Moore,1/05/1995,non-first-home-buyer,3
46030,Lawrence Stevens,20/12/1999,non-first-home-buyer,37
46031,Olivia Chen,4/08/1963,non-first-home-buyer,31
46032,Timothy Anderson,21/04/1994,non-first-home-buyer,47
46033,Vincent Smith,29/12/1983,non-first-home-buyer,25
46034,Barbara Smith,2/09/1970,non-first-home-buyer,18
46035,John Rivera,31/12/1974,non-first-home-buyer,7
46036,Jacob Hodge,26/02/1967,non-first-home-buyer,63
46037,Jennifer Taylor,12/07/1971,non-first-home-buyer,70
46038,Deborah Gonzalez,9/05/1997,non-first-home-buyer,7
46039,Daniel Hebert,13/05/2000,non-first-home-buyer,28
46040,April Chen,7/11/1995,non-first-home-buyer,63
46041,Daniel Elliott,1/01/2004,non-first-home-buyer,32
46042,Jeffery Harris,19/05/1975,non-first-home-buyer,10
46043,Ashley Davis,24/09/1984,non-first-home-buyer,1
46044,Ms. Amy Ballard MD,30/03/1971,non-first-home-buyer,8
46045,Clayton Johnson,29/01/1980,non-first-home-buyer,44
46046,Ana Nguyen DDS,8/07/1970,non-first-home-buyer,52
46047,Barbara Thomas,2/08/1989,non-first-home-buyer,78
46048,Jason Johnson,30/07/1979,non-first-home-buyer,76
46049,Trevor White,18/09/1994,non-first-home-buyer,39
46050,Marissa Tran,27/09/1966,non-first-home-buyer,80
46051,Peter Lyons,22/11/2006,non-first-home-buyer,48
46052,Kimberly Moore,9/05/2001,non-first-home-buyer,15
46053,Brian Hayes,20/01/1996,non-first-home-buyer,66
46054,Christopher Brown,1/10/1999,non-first-home-buyer,27
46055,Nancy Watkins,28/08/1965,non-first-home-buyer,23
46056,Shannon Sellers,7/04/2001,non-first-home-buyer,5
46057,Chase Olsen,18/01/1987,non-first-home-buyer,62
46058,Vanessa Terry,18/10/1969,non-first-home-buyer,8
46059,Stefanie Peterson,4/10/1990,non-first-home-buyer,19
46060,Gina White,19/07/1985,non-first-home-buyer,55
46061,Briana Bond,18/02/2002,non-first-home-buyer,26
46062,Jessica Middleton,12/04/1974,non-first-home-buyer,80
46063,Stacey Walker,14/12/1971,non-first-home-buyer,57
46064,Karen Morales,27/02/1963,non-first-home-buyer,49
46065,Miss Nicole Bell,6/06/1999,non-first-home-buyer,72
46066,Marie Caldwell,20/10/1989,non-first-home-buyer,29
46067,Hannah Rodriguez,21/07/1997,non-first-home-buyer,76
46068,Briana Gonzalez,2/08/1971,non-first-home-buyer,24
46069,Tammy Joseph,27/01/1984,non-first-home-buyer,2
46070,Lauren Ramirez,11/10/1991,non-first-home-buyer,54
46071,Ronnie Ellis,30/08/1995,non-first-home-buyer,80
46072,Paul Cardenas,13/06/1960,non-first-home-buyer,77
46073,David Zuniga,19/04/1966,non-first-home-buyer,43
46074,Mr. Isaiah Vasquez,8/03/1972,non-first-home-buyer,28
46075,Andrew Hill,8/11/2006,non-first-home-buyer,37
46076,Daniel Watson,16/01/1999,non-first-home-buyer,18
46077,Susan Powell,24/09/1977,non-first-home-buyer,67
46078,Michelle Jackson,24/09/1997,non-first-home-buyer,70
46079,Elizabeth Kelley MD,16/09/1972,non-first-home-buyer,18
46080,Ian Silva,26/01/1961,non-first-home-buyer,64
46081,Adrian Reese,29/04/1977,non-first-home-buyer,32
46082,Ryan King,31/07/1994,non-first-home-buyer,23
46083,Ashlee Patel DVM,4/12/1989,non-first-home-buyer,71
46084,Madison Wilson,15/12/1995,non-first-home-buyer,18
46085,Michael Cole,9/02/1960,non-first-home-buyer,16
46086,Gregory Jones,27/02/1968,non-first-home-buyer,15
46087,Craig Castro,2/05/1982,non-first-home-buyer,42
46088,Pamela Phillips,4/10/1979,non-first-home-buyer,55
46089,Andrew Cunningham,18/02/1969,non-first-home-buyer,78
46090,Karen Gonzalez,8/09/1963,non-first-home-buyer,7
46091,Brian Nelson,12/04/1963,non-first-home-buyer,41
46092,Michael Maldonado,25/05/1968,non-first-home-buyer,11
46093,Kelly Lyons,27/09/1987,non-first-home-buyer,65
46094,Henry Beard,14/03/1980,non-first-home-buyer,61
46095,Kyle Lawrence,20/04/2007,non-first-home-buyer,28
46096,Brian Morton,9/03/1981,non-first-home-buyer,39
46097,Nicholas Allen,2/09/1997,non-first-home-buyer,57
46098,Elizabeth Moore,8/12/1963,non-first-home-buyer,72
46099,Monica Fuentes,16/04/1960,non-first-home-buyer,32
46100,Lucas Lee,13/03/2000,non-first-home-buyer,59
46101,Kaitlyn Thompson,17/11/1999,non-first-home-buyer,46
46102,Misty Fernandez,22/05/1966,non-first-home-buyer,20
46103,Austin Harper,15/06/1990,non-first-home-buyer,31
46104,Jordan Ramirez,20/07/1985,non-first-home-buyer,19
46105,Rachel Bishop,20/08/1971,non-first-home-buyer,76
46106,Jamie Robertson,9/11/1959,non-first-home-buyer,17
46107,Angela Ramirez,7/07/1990,non-first-home-buyer,75
46108,Luke Cole,11/04/1967,non-first-home-buyer,13
46109,Carolyn Townsend,22/06/2004,non-first-home-buyer,51
46110,Eric Leon,10/03/2000,non-first-home-buyer,57
46111,Stephen Chan,11/10/1970,non-first-home-buyer,50
46112,Charles Cochran,30/07/1978,non-first-home-buyer,30
46113,Alyssa Ramirez,5/10/1962,non-first-home-buyer,12
46114,Adam Bell,2/05/1962,non-first-home-buyer,13
46115,Jennifer Wilkins,11/11/1989,non-first-home-buyer,65
46116,Christopher Kim,9/01/2007,non-first-home-buyer,77
46117,Jennifer Barry,3/04/2004,non-first-home-buyer,12
46118,Janet Hughes,12/10/1984,non-first-home-buyer,46
46119,Gail Spencer,20/02/1974,non-first-home-buyer,80
46120,Bethany Jackson,6/10/1965,non-first-home-buyer,77
46121,Steven Ruiz,1/12/1972,non-first-home-buyer,59
46122,Angela Gonzalez,29/09/1966,non-first-home-buyer,57
46123,Jeremy Alvarado,7/02/1974,non-first-home-buyer,22
46124,Marc Murphy,21/10/1972,non-first-home-buyer,66
46125,Jared Miller,23/08/1963,non-first-home-buyer,29
46126,Leslie Savage,11/09/1966,non-first-home-buyer,53
46127,Jeffrey Munoz,22/04/2005,non-first-home-buyer,41
46128,Anthony Strickland,7/05/1960,non-first-home-buyer,35
46129,Kristen Snyder,24/06/1991,non-first-home-buyer,37
46130,Kimberly Campbell,15/06/1997,non-first-home-buyer,76
46131,Sophia Cortez,22/09/1964,non-first-home-buyer,70
46132,Caleb Alvarez,19/06/1995,non-first-home-buyer,10
46133,Andrea Burnett,29/03/1973,non-first-home-buyer,72
46134,Julie Harvey,22/05/1972,non-first-home-buyer,47
46135,Jeffrey Castillo,14/08/1996,non-first-home-buyer,25
46136,Robert Alvarez,17/12/1974,non-first-home-buyer,28
46137,Anthony Gross,11/09/1997,non-first-home-buyer,53
46138,Katelyn Huber,4/03/1962,non-first-home-buyer,3
46139,Julie Hernandez,19/04/1969,non-first-home-buyer,33
46140,Travis Sandoval,27/01/1981,non-first-home-buyer,14
46141,Thomas Vincent,15/03/1977,non-first-home-buyer,20
46142,Regina Keller,28/01/1979,non-first-home-buyer,21
46143,Vicki Salinas,26/02/1980,non-first-home-buyer,39
46144,Katherine Edwards,12/10/1983,non-first-home-buyer,68
46145,Michael Cardenas,15/02/1977,non-first-home-buyer,29
46146,Anthony Thomas,6/10/1970,non-first-home-buyer,11
46147,Marcus Larson,1/12/1987,non-first-home-buyer,61
46148,Nicole Taylor,24/09/1989,non-first-home-buyer,17
46149,Sara Mercer PhD,22/10/2005,non-first-home-buyer,49
46150,Kelly James DDS,3/12/2006,non-first-home-buyer,31
46151,Robert Hall MD,22/06/1964,non-first-home-buyer,62
46152,Isabella Jenkins,17/01/1980,non-first-home-buyer,31
46153,Danielle Johnson,14/08/2006,non-first-home-buyer,79
46154,Calvin Gonzalez,20/12/2005,non-first-home-buyer,39
46155,Patricia Lloyd,3/03/1966,non-first-home-buyer,55
46156,Andrea Vazquez,4/04/1974,non-first-home-buyer,28
46157,Heather Clark DVM,2/01/1965,non-first-home-buyer,8
46158,Amanda Pierce,20/02/1987,non-first-home-buyer,69
46159,Tiffany Hunter,2/05/1981,non-first-home-buyer,64
46160,Denise Saunders,27/05/1984,non-first-home-buyer,7
46161,Brittany Harris,14/02/1966,non-first-home-buyer,18
46162,John Whitaker,13/01/2005,non-first-home-buyer,33
46163,William Gallagher,1/08/1960,non-first-home-buyer,26
46164,Pamela Franco,30/04/2005,non-first-home-buyer,74
46165,Cynthia Martin,10/03/1978,non-first-home-buyer,57
46166,Mark Smith,21/03/1975,non-first-home-buyer,45
46167,Keith Bernard,12/04/1977,non-first-home-buyer,52
46168,Logan Brown,29/06/1976,non-first-home-buyer,68
46169,Tammy Herring,23/10/1978,non-first-home-buyer,46
46170,Michelle Morris,4/03/1991,non-first-home-buyer,40
46171,Jessica Potter,19/02/1975,non-first-home-buyer,54
46172,Alexander Tanner,10/10/1962,non-first-home-buyer,46
46173,Jennifer Phillips,26/09/1970,non-first-home-buyer,8
46174,Danielle Simmons,29/01/1982,non-first-home-buyer,57
46175,Steven Hicks,12/04/1988,non-first-home-buyer,51
46176,Nicholas Brown,18/05/1982,non-first-home-buyer,13
46177,Christine Russell,2/10/1976,non-first-home-buyer,26
46178,Joseph Simmons,27/07/1965,non-first-home-buyer,31
46179,Sarah Williams,26/08/1981,non-first-home-buyer,3
46180,Wyatt Vazquez,24/09/1988,non-first-home-buyer,13
46181,Julie Anderson,15/07/1974,non-first-home-buyer,18
46182,Paula Gray,22/03/1972,non-first-home-buyer,20
46183,Michael Bowman,8/06/2005,non-first-home-buyer,75
46184,Lisa Wise,2/01/1984,non-first-home-buyer,67
46185,Christopher Hernandez,5/08/1988,non-first-home-buyer,63
46186,Jessica Barker,4/06/2001,non-first-home-buyer,4
46187,Teresa Morrison,31/07/1967,non-first-home-buyer,11
46188,Roberto Richard,5/05/2005,non-first-home-buyer,51
46189,Bruce Vaughan,8/09/1969,non-first-home-buyer,23
46190,Brandon Hopkins,7/06/1989,non-first-home-buyer,80
46191,Christopher Hester,9/10/2005,non-first-home-buyer,49
46192,Kathy Stewart,27/01/2007,non-first-home-buyer,20
46193,Beth Green,29/03/2003,non-first-home-buyer,45
46194,Diane Webb,7/10/1992,non-first-home-buyer,68
46195,Emily Le,20/09/1998,non-first-home-buyer,65
46196,Melanie Long,30/06/1974,non-first-home-buyer,43
46197,Jennifer Medina,25/02/1988,non-first-home-buyer,3
46198,Gabrielle Thomas,6/04/1986,non-first-home-buyer,73
46199,Kristine Flores,26/09/1961,non-first-home-buyer,17
46200,Sonia Gates,5/03/1965,non-first-home-buyer,80
46201,James Lawson,13/12/1988,non-first-home-buyer,76
46202,Jennifer Vance,15/12/1986,non-first-home-buyer,40
46203,Scott Alvarez,22/05/1997,non-first-home-buyer,48
46204,Joyce Benson,6/09/2000,non-first-home-buyer,54
46205,Gregory Bradshaw,30/09/1998,non-first-home-buyer,26
46206,Andrea Nelson,20/06/1992,non-first-home-buyer,37
46207,Angela Sparks,30/01/1992,non-first-home-buyer,66
46208,Paula Miller,3/07/1964,non-first-home-buyer,40
46209,Pamela Farrell,28/01/1975,non-first-home-buyer,41
46210,Amanda Vega,16/06/1995,non-first-home-buyer,26
46211,Brittany Rodriguez,7/01/1991,non-first-home-buyer,18
46212,Leonard Nunez,4/08/2003,non-first-home-buyer,10
46213,Karen Tucker,23/11/1999,non-first-home-buyer,47
46214,Richard Hernandez,19/06/1966,non-first-home-buyer,33
46215,James Hawkins,1/12/2002,non-first-home-buyer,45
46216,Jacqueline Johnson,9/04/1978,non-first-home-buyer,25
46217,Mrs. Veronica Zimmerman,30/10/1990,non-first-home-buyer,10
46218,James Welch,22/04/1973,non-first-home-buyer,9
46219,Stephen Jenkins,15/01/1983,non-first-home-buyer,7
46220,Faith Ballard,17/01/1999,non-first-home-buyer,70
46221,Michele Baldwin,10/11/1988,non-first-home-buyer,8
46222,John Riley,13/10/1987,non-first-home-buyer,14
46223,Jason Doyle,15/04/1962,non-first-home-buyer,45
46224,Pamela Walsh,11/01/1971,non-first-home-buyer,75
46225,Nicholas Porter,5/11/1991,non-first-home-buyer,15
46226,Joel Perez,28/04/1993,non-first-home-buyer,29
46227,Breanna Martinez,30/09/1996,non-first-home-buyer,14
46228,Sarah Davis,14/10/2001,non-first-home-buyer,72
46229,Shelby Ellison,3/02/1994,non-first-home-buyer,23
46230,Leslie Mitchell,8/08/2007,non-first-home-buyer,47
46231,Holly Mcintosh,12/01/1991,non-first-home-buyer,80
46232,Alicia Lamb,21/08/1996,non-first-home-buyer,55
46233,Sonya Duncan,30/11/1995,non-first-home-buyer,2
46234,Dr. Eric Armstrong,1/01/1968,non-first-home-buyer,70
46235,Raymond Moore,9/09/1959,non-first-home-buyer,20
46236,Julie Jones,4/10/1960,non-first-home-buyer,60
46237,Emily Hall,15/01/1972,non-first-home-buyer,31
46238,Katherine Hess,12/09/1975,non-first-home-buyer,27
46239,Jessica Stanton,6/05/2006,non-first-home-buyer,78
46240,Brian Robinson Jr.,5/03/1979,non-first-home-buyer,10
46241,Philip Dominguez,9/12/2003,non-first-home-buyer,32
46242,Stephanie Allen,17/02/2006,non-first-home-buyer,60
46243,Mr. Matthew Yates,28/12/1960,non-first-home-buyer,10
46244,Jim Foster,30/11/1976,non-first-home-buyer,74
46245,Kara Murray,5/07/1982,non-first-home-buyer,40
46246,David Edwards,27/11/2006,non-first-home-buyer,41
46247,Shannon Velez,19/03/1978,non-first-home-buyer,58
46248,James Franklin,15/12/1976,non-first-home-buyer,61
46249,Theresa Boone,11/07/1986,non-first-home-buyer,8
46250,Jill Downs,28/03/1988,non-first-home-buyer,51
46251,Amy Hooper,21/06/1968,non-first-home-buyer,42
46252,Stephanie Johnson,12/06/2001,non-first-home-buyer,72
46253,Brittany Dominguez,11/05/1986,non-first-home-buyer,35
46254,Kyle Adkins,28/11/1987,non-first-home-buyer,32
46255,Ashley Taylor,24/02/1993,non-first-home-buyer,39
46256,Christopher Arnold,12/10/1981,non-first-home-buyer,76
46257,Ryan Buck,2/11/1967,non-first-home-buyer,34
46258,Brandon Evans,17/11/1977,non-first-home-buyer,51
46259,Tyler Ramsey,25/02/1993,non-first-home-buyer,6
46260,Heather Lewis,2/06/1984,non-first-home-buyer,54
46261,Michelle Williams,17/10/1989,non-first-home-buyer,20
46262,Donna Thompson,3/09/1968,non-first-home-buyer,31
46263,Stephanie Lynch,27/01/2001,non-first-home-buyer,68
46264,Todd Wang,31/01/2006,non-first-home-buyer,58
46265,William Lewis,19/06/1994,non-first-home-buyer,40
46266,Barbara Warren,8/01/2003,non-first-home-buyer,32
46267,Jenna Atkinson,9/09/1968,non-first-home-buyer,67
46268,Jesus Hunter,3/12/1988,non-first-home-buyer,3
46269,Justin Thompson,2/11/2000,non-first-home-buyer,61
46270,David Williams,17/09/1970,non-first-home-buyer,37
46271,Casey Hensley,7/09/1986,non-first-home-buyer,68
46272,Robert Lucas,24/10/1989,non-first-home-buyer,25
46273,Rose Taylor,27/01/1960,non-first-home-buyer,77
46274,Cheryl Simpson,9/09/1988,non-first-home-buyer,27
46275,Tammy Stephenson,27/07/1966,non-first-home-buyer,65
46276,Shawn Howard,27/07/1988,non-first-home-buyer,70
46277,Victoria Nolan,24/07/1963,non-first-home-buyer,74
46278,Nancy Vazquez,9/05/2006,non-first-home-buyer,29
46279,Melissa Rivers,19/02/1963,non-first-home-buyer,69
46280,Travis Baker,7/01/1972,non-first-home-buyer,68
46281,Danielle Ruiz,9/01/1968,non-first-home-buyer,42
46282,Anthony Richardson,23/12/1962,non-first-home-buyer,40
46283,Jeremy Miller,22/12/1972,non-first-home-buyer,52
46284,Janice Lee,6/06/1961,non-first-home-buyer,66
46285,Spencer Turner,8/11/1986,non-first-home-buyer,36
46286,Nicholas Black,7/02/1961,non-first-home-buyer,7
46287,Jennifer Mcdowell,12/04/2003,non-first-home-buyer,21
46288,Jeffrey Velasquez,21/01/2005,non-first-home-buyer,11
46289,Ricardo Schwartz,28/02/1999,non-first-home-buyer,46
46290,Kathryn Rogers,20/09/1994,non-first-home-buyer,23
46291,Steve Stevenson,29/05/1970,non-first-home-buyer,20
46292,Kristin Williams,26/10/1969,non-first-home-buyer,19
46293,Danny Williams,8/11/1978,non-first-home-buyer,33
46294,Christian Meadows,23/02/1964,non-first-home-buyer,31
46295,Richard Richards,5/08/1988,non-first-home-buyer,68
46296,Joshua Ayala,2/10/1962,non-first-home-buyer,39
46297,Glenn Mcgrath,1/07/1975,non-first-home-buyer,69
46298,Jennifer Martinez,2/05/1989,non-first-home-buyer,34
46299,Pamela Aguilar,30/09/1987,non-first-home-buyer,49
46300,Mary Sherman,7/11/1980,non-first-home-buyer,47
46301,Edward Pope,9/05/2004,non-first-home-buyer,73
